Income Budget,,,,Actual Income,,,,***Notes,,,,,
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
